code,libelle,etat,insee_commune,nom_commune,mo_raison_sociale,x,y,precision_coord,categorie,puissance_maximum,productible_moyen,debit,coef_energetique,nb_turbines,type_turbine,titre,date_echeance_titre,hauteur_de_chute
65295001,LUZ 1,EXPL,65295,Luz-Saint-Sauveur,ELECTRICITE DE FRANCE,453594.0,6201430.0,0,Ouvrage fonctionnant au fil de l'eau,29.5,117240000.0,12.8,"0,650000",1.0,Francis,Concédée,2036-12-31,296.7
65295003,Centrale de L'Yse,EXPL,65295,Luz-Saint-Sauveur,COMMUNE DE LUZ SAINT SAUVEUR MICROCENTRALE DE L'YSE,454976.0,6201290.0,0,Ouvrage fonctionnant au fil de l'eau,3.0,6801590.0,,,,,,,593.0
65295004,Chute de Lasariou,EXPL,65295,Luz-Saint-Sauveur,SOCIETE HYDRO ELECTRIQUE DU LASARIOU,454010.0,6198340.0,0,Ouvrage fonctionnant au fil de l'eau,1.635,5042327.0,,,,,,,555.0
65305001,MAULEON BAROUSSE,EXPL,65305,Mauléon-Barousse,SOCIETE HYDRO ELECTRIQUE DU MIDI,501337.0,6209080.0,0,Ouvrage fonctionnant au fil de l'eau,1.81,3121057.0,1.6,,1.0,Francis,Autorisée,2057-12-31,115.8
65305002,Centrale de Mauleon Barousse,EXPL,65305,Mauléon-Barousse,PEDELABORDE GERARD,501566.0,6210200.0,0,Ouvrage fonctionnant au fil de l'eau,,,,,,,,,6.0
65320001,Centrale de Montgaillard,EXPL,65320,Montgaillard,JACQUES TARRENE INVESTISSEMENTS,464248.0,6230080.0,0,Ouvrage fonctionnant au fil de l'eau,1.003,2963263.0,10.5,,,,Autorisée,2029-09-21,9.65
65360001,PEYROUSE,EXPL,65360,Peyrouse,ELECTRICITE DE FRANCE,445304.0,6227340.0,0,Ouvrage fonctionnant au fil de l'eau,0.9,4625813.0,30.0,"0,008000",3.0,Francis,Autorisée,1994-12-31,5.0
65362001,Centrale de Meyabat,EXPL,65138,Cauterets,SOCIETE ELECTRO-METALLURGIQUE DE MEYABAT,447664.0,6209190.0,0,Ouvrage fonctionnant au fil de l'eau,0.67,800933.0,,,,,,,29.0
65371001,LAC DES GAVES AVAL,EXPL,65371,Préchac,SOCIETE HYDRO ELECTRIQUE DU MIDI,449004.0,6215100.0,0,Ouvrage fonctionnant au fil de l'eau,1.54,4607954.0,35.0,,1.0,Kaplan,Autorisée,2067-12-31,4.5
65386001,Centrale de Saint-Créac,EXPL,65386,Saint-Créac,LLABARRENA PRODUCTION HYDROELECTRIQUE,453023.0,6222860.0,0,Ouvrage fonctionnant au fil de l'eau,0.149,,2.3,,1.0,Francis,Fondée en titre,,6.68
65388001,MAISON BLANCHE,EXPL,65388,Saint-Lary-Soulan,ELECTRICITE DE FRANCE,478900.0,6191800.0,0,Ouvrage fonctionnant par éclusées,7.5,19399812.0,3.2,"0,647000",1.0,Pelton,Concédée,1994-10-16,301.0
65389001,Usine hydroélectrique de St Laurent de Neste,EXPL,65389,Saint-Laurent-de-Neste,NESTE HYDRO ENERGIE,495094.0,6222520.0,0,Ouvrage fonctionnant au fil de l'eau,0.23,915988.0,5.0,,,,Autorisée,,4.5
65395001,Usine du bout du pont,EXPL,65395,Saint-Pé-de-Bigorre,TEDELEC,442207.0,6227670.0,0,Ouvrage fonctionnant au fil de l'eau,0.67,4209427.0,30.0,,,,Autorisée,,3.7
65399001,PONT DE LA REINE,EXPL,65399,Saligos,ELECTRICITE DE FRANCE,451942.0,6205540.0,0,Ouvrage fonctionnant au fil de l'eau,14.1,55920868.0,23.5,"0,174000",2.0,Francis,Concédée,2054-12-31,77.8
65407001,Moulin de Sarp,EXPL,65407,Sarp,SODECIBA,503458.0,6215680.0,0,Ouvrage fonctionnant au fil de l'eau,0.222,187480.0,,,,,,,5.67
65411001,St SAUVEUR,EXPL,65411,Sassis,ELECTRICITE DE FRANCE,453601.0,6201470.0,0,Ouvrage fonctionnant au fil de l'eau,2.8,7598438.0,6.35,"0,125000",1.0,Francis,Concédée,2041-12-31,67.8
65411002,LUZ 2,EXPL,65411,Sassis,ELECTRICITE DE FRANCE,453582.0,6201450.0,0,Ouvrage fonctionnant par éclusées,41.2,91734688.0,22.8,"0,532000",2.0,Francis,Concédée,2036-12-31,235.9
65433001,Centrale de Soues,EXPL,65433,Soues,S.A.R.L. CALAS,463876.0,6238530.0,0,Ouvrage fonctionnant au fil de l'eau,0.24,1206996.0,,,,,Fondée en titre,,6.5
65435001,SOULOM BASSE CHUTE,EXPL,65435,Soulom,SOCIETE HYDRO ELECTRIQUE DU MIDI,449328.0,6210800.0,0,Ouvrage fonctionnant au fil de l'eau,30.1,110066728.0,31.55,"0,285000",4.0,Francis,Concédée,,124.7
65435002,SOULOM HAUTE CHUTE,EXPL,65435,Soulom,SOCIETE HYDRO ELECTRIQUE DU MIDI,449328.0,6210800.0,0,Ouvrage fonctionnant au fil de l'eau,22.0,91445000.0,9.0,"0,622000",2.0,Francis,Concédée,,262.55
65435003,SOULOM RESTITUTION,EXPL,65435,Soulom,SOCIETE HYDRO ELECTRIQUE DU MIDI,449596.0,6211230.0,0,Ouvrage fonctionnant au fil de l'eau,1.05,3270645.0,40.0,,2.0,Kaplan horizont. & bulbe à pâles mobiles,Concédée,,3.17
65452001,Moulin Curie,EXPL,65452,Trie-sur-Baïse,S.E. MICRO CENTRALE CURIE,486831.0,6250150.0,0,Ouvrage fonctionnant au fil de l'eau,,510426.0,,,,,,,5.8
65452003,Moulin de l'Escaladieu,HORS,65452,Trie-sur-Baïse,LACOSTE HELENE,486816.5,6249031.0,0,Ouvrage fonctionnant au fil de l'eau,0.136,447433.0,,,,,,,5.15
65455001,Moulin de Coupas,EXPL,65455,Tuzaguet,EURL DU MOULIN DE COUPAS,491184.0,6222800.0,0,Ouvrage fonctionnant au fil de l'eau,0.48,,,,,,,,9.0
65456001,Centrale Chute Uglas,EXPL,65456,Uglas,UGLAWATT,492054.0,6231020.0,0,Ouvrage fonctionnant au fil de l'eau,0.865,3491087.0,0.9,,,,Autorisée,2023-03-07,98.0
65467001,Centrale de Marcas,EXPL,65467,Vier-Bordes,STE EXPL. D'ENERGIE HYDRO ELECTRIQUE CENTRALE DU PRADET-CENTRALE DU MARCAS,450796.0,6215320.0,0,Ouvrage fonctionnant au fil de l'eau,0.44,697894.0,,,,,,,192.0
65467002,Centrale de Pradet,EXPL,65467,Vier-Bordes,STE EXPL. D'ENERGIE HYDRO ELECTRIQUE CENTRALE DU PRADET-CENTRALE DU MARCAS,451641.0,6215470.0,0,Ouvrage fonctionnant au fil de l'eau,0.44,744602.0,,,,,,,271.0
65473001,ISABY,EXPL,65473,Villelongue,SOCIETE HYDRO ELECTRIQUE DU MIDI,453751.0,6210480.0,0,Ouvrage fonctionnant au fil de l'eau,2.0,4276028.0,0.55,"0,910000",1.0,Pelton,Autorisée,2035-01-13,427.0
65473002,Centrale des Couscouillets,EXPL,65473,Villelongue,ELECTRIQUE DES COUSCOUILLETS,449757.0,6211390.0,0,Ouvrage fonctionnant au fil de l'eau,1.805,5669737.0,32.0,,,Kaplan,,,5.75
65473003,Centrale de Villelongue,EXPL,65473,Villelongue,FERROPEM,450739.0,6210990.0,0,Ouvrage fonctionnant au fil de l'eau,6.0,25323940.0,,,,,Concédée,,550.0
81002001,Centrale des Souls,EXPL,81002,Aiguefonde,CENTRALE HYDROELECTRIQUE DES SOULS,643296.0,6266460.0,0,Ouvrage fonctionnant au fil de l'eau,0.343,658240.0,0.18,,,,Autorisée,2040-12-31,194.75
81004001,Centrale du Chapitre,EXPL,81004,Albi,CENTRALE HYDROELECTRIQUE DU CHAPITRE S.A.R.L.,631377.0,6315040.0,0,Ouvrage fonctionnant au fil de l'eau,1.67,7515333.0,3.0,,,,,,3.24
81005001,Centrale de Corbière,EXPL,81278,Sauveterre,SOCIETE HYDROELECTRIQUE ET FORESTIERE DE LA MONTAGNE NOIRE,663252.0,6261790.0,0,Ouvrage fonctionnant au fil de l'eau,1.802,2599392.0,0.515,,,,Autorisée,2035-10-21,358.52
81010001,AMBIALET,EXPL,81010,Ambialet,ELECTRICITE DE FRANCE,650129.0,6316560.0,0,Ouvrage fonctionnant au fil de l'eau,3.6,14169000.0,75.0,"0,013000",2.0,Kaplan horizont. & bulbe à pâles mobiles,Concédée,2008-12-31,7.5
81011001,Centrale d'Ambres Fontenau,EXPL,81140,Lavaur,ENERGIES SCE LAVAUR-PAYS DE COCAGNE,604887.0,6292420.0,0,Ouvrage fonctionnant au fil de l'eau,3.437,,58.0,,,,Autorisée,2053-06-25,6.04
81018001,SAUT DE SABOT,EXPL,81018,Arthès,ELECTRICITE DE FRANCE,636863.0,6317540.0,0,Ouvrage fonctionnant au fil de l'eau,26.0,67604864.0,180.0,"0,044000",3.0,Kaplan,Concédée,2064-12-31,21.2
81031001,LUZIERES,EXPL,81031,Le Bez,ELECTRICITE DE FRANCE,652879.0,6285270.0,0,Ouvrage fonctionnant par éclusées,19.3,68466064.0,19.3,"0,285000",2.0,Francis,Concédée,2033-12-31,135.0
81034001,Centrale de Boissezon,EXPL,81034,Boissezon,S.A.R.L. HYDROELECTRIQUE DU THORE,650261.0,6275460.0,0,Ouvrage fonctionnant au fil de l'eau,0.37,451716.0,,,,,,,31.5
81036001,BAOUS,EXPL,81036,Bout-du-Pont-de-Larn,ELECTRICITE DE FRANCE,653165.0,6267860.0,0,Ouvrage fonctionnant par éclusées,13.7,10158267.0,13.0,"0,040000",4.0,Francis,Concédée,2010-12-31,129.0
81036002,Centrale du Baous,EXPL,81036,Bout-du-Pont-de-Larn,COMMUNE DE BOUT DU PONT DE LARN,652262.0,6267350.0,0,Ouvrage fonctionnant au fil de l'eau,0.96,1523538.0,10.0,,,,Autorisée,,9.8
81036003,Centrale de Lagarrigue,EXPL,81036,Bout-du-Pont-de-Larn,S.A. COLOMBIE ET FILS,651267.0,6266820.0,0,Ouvrage fonctionnant au fil de l'eau,0.162,236014.0,,,,,Autorisée,,5.5
81036004,Usine du Moulin Bas,EXPL,81209,Pont-de-Larn,S.A. COLOMBIE ET FILS,652206.0,6267380.0,0,Ouvrage fonctionnant au fil de l'eau,0.254,,4.9,,,,Autorisée,,3.7
81037001,BRASSAC,EXPL,81037,Brassac,ELECTRICITE DE FRANCE,659579.0,6280750.0,0,Ouvrage fonctionnant par éclusées,22.5,51440800.0,20.0,"0,312000",2.0,Francis,Concédée,2033-12-31,140.5
81037002,Centrale de Paradou,EXPL,81037,Brassac,SOCIETE DE PRODUCTION ELECTRIQUE,658956.0,6281800.0,0,Ouvrage fonctionnant au fil de l'eau,0.208,96413.0,,,,,,,2.5
81038001,Centrale de Brens,EXPL,81038,Brens,HYDRO-ELECTRIQUE GESTION,611179.0,6311460.0,0,Ouvrage fonctionnant au fil de l'eau,1.56,2942014.0,6.0,,,,Concédée (autorisable),,3.4
81039001,Moulin de Briatexte,EXPL,81039,Briatexte,BOYER CANTAYRE GILLETTE,611761.0,6295300.0,0,Ouvrage fonctionnant au fil de l'eau,0.15,513339.0,6.0,,,,Autorisée,,3.36
81042001,Centrale des Salvages,EXPL,81042,Burlats,SOC. EXPL. DU BARRAGE DES SALVAGES,641577.0,6281660.0,0,Ouvrage fonctionnant au fil de l'eau,0.207,1979333.0,1.0,,,,,,3.2
81042002,Usine hydroélectrique de la papeterie des Salvages,EXPL,81042,Burlats,HYDROELECTRIQUE DES SALVAGES,641863.0,6281650.0,0,Ouvrage fonctionnant au fil de l'eau,,,,,,,,,
81053001,Centrale d'Esperieres,EXPL,81053,Cambounès,SOCIETE HYDROELECTRIQUE D'ESPERIERES,656331.0,6276630.0,0,Ouvrage fonctionnant au fil de l'eau,0.255,520537.0,0.26,,1.0,Pelton,,,100.0
81055001,Centrale de Tirand-Verdeille,EXPL,81055,Les Cammazes,INSTITUTION DES EAUX DE LA MONTAGNE NOIRE,626735.0,6256960.0,0,Ouvrage fonctionnant au fil de l'eau,1.21,2366955.0,2.0,,,,,,64.0
81065001,Moulins de Lacaze,EXPL,81065,Castres,SOCIETE DES MOULINS DE LACAZE,637725.0,6276860.0,0,Ouvrage fonctionnant au fil de l'eau,,2157118.0,,,,,,,3.8
81065002,Usine de Melou,EXPL,81065,Castres,PROD'ELEC 81,636122.0,6276540.0,0,Ouvrage fonctionnant au fil de l'eau,,515096.0,,,,,Autorisée,,1.54
81066001,Centrale de Caucalieres,EXPL,81066,Caucalières,GESTION INSTALL EXPLOIT PRODUCT ENERGI,644303.0,6269480.0,0,Ouvrage fonctionnant au fil de l'eau,0.486,1415217.0,15.0,,,,,,3.3
81066002,Centrale de Cambou,EXPL,81066,Caucalières,S.A.R.L. D'EXPLOITATION DU CAMBOU,645296.0,6269380.0,0,Ouvrage fonctionnant au fil de l'eau,0.274,670236.0,12.0,,1.0,Kaplan,Autorisée,,2.33
81070001,Centrale de Labastide,EXPL,81070,Coufouleux,S.N.C. HRC,597654.0,6303220.0,0,Ouvrage fonctionnant au fil de l'eau,0.467,1303267.0,17.0,,,,,,4.0
81078001,Port de Salomon,EXPL,81078,Damiatte,S.N.C. HYDROELECTRIQUE DE PORT DE SALOMON,617516.3,6283882.0,0,Ouvrage fonctionnant au fil de l'eau,0.595,1987282.0,18.0,,,,Autorisée,2033-02-11,3.37
81083001,Centrale de Malamort,EXPL,81083,Durfort,INSTITUTION DES EAUX DE LA MONTAGNE NOIRE,625529.0,6258990.0,0,Ouvrage fonctionnant au fil de l'eau,0.363,909607.0,,,,,,,72.0
81086001,Centrale de la Balme,EXPL,81086,Espérausses,BARTHES Gilles,661309.0,6290180.0,0,Ouvrage fonctionnant au fil de l'eau,0.189,380865.0,1.0,,,,Autorisée,2041-01-27,19.31
81092001,Moulin de Caty,EXPL,81092,Fiac,ENERGIE VERTE DE CATY,612486.0,6288670.0,0,Ouvrage fonctionnant au fil de l'eau,,1330454.0,,,,,,,2.5
81092002,Moulin de Miech,EXPL,81092,Fiac,MOULIN DE FIAC SAS,610777.0,6288190.0,0,Ouvrage fonctionnant au fil de l'eau,0.476,2079062.0,18.0,,3.0,Francis,Autorisée,,2.7
81092003,Centrale de Brazis,EXPL,81092,Fiac,ENERGIE VERTE DE FIAC,613915.0,6287240.0,0,Ouvrage fonctionnant au fil de l'eau,,1215013.0,,,,,,,2.21
81098001,Centrale de Verdet,EXPL,81098,Fréjeville,DOR DE LASTOURS PIERRE,631877.0,6277920.0,0,Ouvrage fonctionnant au fil de l'eau,0.358,988915.0,10.5,,,,Autorisée,2044-10-23,3.48
81099001,BOURELIE,EXPL,81099,Gaillac,ELECTRICITE DE FRANCE,613126.0,6311640.0,0,Ouvrage fonctionnant au fil de l'eau,5.3,23204528.0,89.0,"0,011000",3.0,Francis,Concédée,1998-12-31,7.0
81099002,GAILLAC,EXPL,81099,Gaillac,SOCIETE DE PROMOTION DES ENERGIES RENOUVELABLES,611196.0,6311610.0,0,Ouvrage fonctionnant au fil de l'eau,0.4,1979936.0,24.2,"0,005000",2.0,Kaplan,Autorisée,2006-12-31,3.0
81099003,Moulin St Sauveur,EXPL,81099,Gaillac,SOCIETE D'EXPLOITATION DU BARRAGE DE MONTANS,610196.0,6308280.0,0,Ouvrage fonctionnant au fil de l'eau,,2426178.0,,,,,,,2.1
81103001,GIJOUNET,HORS,81103,Gijounet,SOC HYDRAULIQUE ETUDES MISSIONS ASSIST,669732.0,6289670.0,0,Ouvrage fonctionnant au fil de l'eau,0.155,600000.0,0.65,,1.0,,Autorisée,1994-10-16,42.0
81103002,Centrale de Combe Fumade,EXPL,81103,Gijounet,DE COMBE-FUMADE,669025.0,6290210.0,0,Ouvrage fonctionnant au fil de l'eau,0.49,1165135.0,,,,,Autorisée,,38.0
81104001,Moulin du Carla,EXPL,81104,Giroussens,SOCIETE HYDROELECTRIQUE DU MOULIN DE CARLA,604092.0,6294030.0,0,Ouvrage fonctionnant au fil de l'eau,0.372,648860.0,11.88,,,,Fondée en titre,,3.2
81104002,Moulin de la Ramière,EXPL,81104,Giroussens,SARL DU MOULIN DE LA RAMIERE,605347.0,6294930.0,0,Ouvrage fonctionnant au fil de l'eau,0.323,324233.0,10.0,,,,,,3.29
81105001,Moulin Neuf (Dadou),EXPL,81105,Graulhet,SOC HYDROELECTRIQUE DU MOULIN NEUF,614315.0,6297080.0,0,Ouvrage fonctionnant au fil de l'eau,0.229,735160.0,6.0,,,,Autorisée,2041-01-24,3.9
81105002,Moulin de la Bressole,EXPL,81105,Graulhet,SAS DU MOULIN DE LA BRESSOLLE,618124.0,6297620.0,0,Ouvrage fonctionnant au fil de l'eau,0.4,,13.19,,,,Autorisée,,3.15
81107001,Centrale de Guitalens,EXPL,81132,Guitalens-L'Albarède,PONTIER ENERGIE,622264.0,6283290.0,0,Ouvrage fonctionnant au fil de l'eau,0.471,936728.0,18.5,,,,Autorisée,2040-12-31,2.6
81115001,Centrale de Vertignol,EXPL,81115,Labastide-Rouairoux,HYDRO VERTI,671861.4,6264774.5,0,Ouvrage fonctionnant au fil de l'eau,0.532,900614.0,,,,,Autorisée,,229.0
81116001,Moulin Neuf (Agout),EXPL,81116,Labastide-Saint-Georges,LE MOULIN,606436.0,6290610.0,0,Ouvrage fonctionnant au fil de l'eau,0.769,2505031.0,,,,,,,
81120001,LA RESSE,HORS,81120,Labruguière,ELECTRICITE DE FRANCE,641816.0,6265760.0,0,Ouvrage fonctionnant au fil de l'eau,0.133,200000.0,0.2,,2.0,Pelton,,,152.0
81120002,Moulin d'Hauterive,EXPL,81065,Castres,GENERGIE,639349.0,6273550.0,0,Ouvrage fonctionnant au fil de l'eau,0.484,745421.0,14.1,,,,Autorisée,2033-01-10,3.5
81120003,Centrale de Labourdasse,EXPL,81120,Labruguière,SOCIETE HYDROELECTRIQUE DE L'ILE,641134.0,6272190.0,0,Ouvrage fonctionnant au fil de l'eau,0.508,1357616.0,15.0,,,,,,3.45
81120004,Centrale de Thore - Moulin de Labruguière,EXPL,81120,Labruguière,S.A.R.L. HYDROELECTRIQUE DU THORE,640752.0,6271390.0,0,Ouvrage fonctionnant au fil de l'eau,0.608,1132417.0,18.5,,2.0,Kaplan,Autorisée,2045-12-11,3.35
81121001,Centrale d'Espinassotte,EXPL,81121,Lacabarède,SIVA VAYRETTE ET COMPAGNIE,666187.0,6261260.0,0,Ouvrage fonctionnant au fil de l'eau,1.058,1465953.0,1.5,,,,Autorisée,2040-12-31,71.92
81125001,Centrale de La Potre,EXPL,81125,Lacaze,SAS DE LOURTIGUIE,660476.0,6293090.0,0,Ouvrage fonctionnant au fil de l'eau,0.28,584071.0,,,,,,,7.5
81125002,Centrale de Gijou,EXPL,81125,Lacaze,BAISSE CLAUDINE,661732.0,6293590.0,0,Ouvrage fonctionnant au fil de l'eau,0.106,228297.0,,,,,,,3.6
81128001,CARLA,EXPL,81128,Lacrouzette,ELECTRICITE DE FRANCE,645552.0,6283340.0,0,Ouvrage fonctionnant par éclusées,32.3,100247440.0,31.4,"0,300000",2.0,Francis,Concédée,2034-12-31,140.5
81134001,LA RAVIEGE,EXPL,81134,Lamontélarié,ELECTRICITE DE FRANCE,667383.0,6277490.0,0,Ouvrage de type Lac,4.2,8644765.0,17.7,"0,063000",1.0,Kaplan,Concédée,2033-12-31,30.9
81140001,Centrale de Lavaur 1 (St Alain),EXPL,81140,Lavaur,ENERGIES SCE LAVAUR-PAYS DE COCAGNE,605059.0,6289560.0,0,Ouvrage fonctionnant au fil de l'eau,0.8,2492368.0,,,,,,,3.0
81140002,Centrale de Lavaur 2 (Le Carla),EXPL,81140,Lavaur,ENERGIES SCE LAVAUR-PAYS DE COCAGNE,605967.0,6288780.0,0,Ouvrage fonctionnant au fil de l'eau,2.2,5989871.0,40.0,,2.0,Kaplan,Concédée (autorisable),,5.5
81140003,Centrale de Fontenau,EXPL,81140,Lavaur,ENERGIES SCE LAVAUR-PAYS DE COCAGNE,603428.0,6290860.0,0,Ouvrage fonctionnant au fil de l'eau,3.4,,58.0,,2.0,,Autorisée,2053-06-26,6.04
81145001,LISLE SUR TARN,EXPL,81145,Lisle-sur-Tarn,ELECTRICITE DE FRANCE,604639.0,6306020.0,0,Ouvrage fonctionnant au fil de l'eau,0.7,3092353.0,32.2,"0,006000",2.0,Hélice verticale,Autorisée,2029-03-24,3.3
81147001,Moulin à farine des Plégats,EXPL,81147,Lombers,ROQUELAURE PAULETTE ET ANNIE,631012.0,6300240.0,0,Ouvrage fonctionnant au fil de l'eau,0.021,,0.45,,1.0,,Fondée en titre,,4.8
81163001,Centrale de Cousteilles,EXPL,81163,Mazamet,S.A. COLOMBIE ET FILS,650410.0,6262800.0,0,Ouvrage fonctionnant au fil de l'eau,,841803.0,,,,,,,34.0
81163002,Moulin de la Resse,EXPL,81163,Mazamet,SOC HYDROELECT MOULIN DE LA RESSE,649868.0,6261980.0,0,Ouvrage fonctionnant au fil de l'eau,1.08,1602801.0,2.2,,,,Autorisée,2025-12-31,50.0
81163003,Usine du Cros,EXPL,81163,Mazamet,ETABLISSEMENTS GILBERT JULIEN FILS,649244.0,6264140.0,0,Ouvrage fonctionnant au fil de l'eau,0.935,1930106.0,,,,,,,119.0
81163004,Centrale de Rieumajou,EXPL,81163,Mazamet,S.A. COLOMBIE ET FILS,651736.0,6258580.0,0,Ouvrage fonctionnant au fil de l'eau,0.23,,,,,,,,63.0
81163005,Usine hydroélectrique du Courtal,EXPL,81163,Mazamet,SOC AUSSILLONNAISE DE MECANIQUE,650607.0,6263250.0,0,Ouvrage fonctionnant au fil de l'eau,0.142,347064.0,,,,,Autorisée,2036-07-04,8.5
81163006,Centrale de Madagascar,EXPL,81163,Mazamet,MADAGASCAR,650722.0,6261140.0,0,Ouvrage fonctionnant au fil de l'eau,0.11,285464.0,,,,,,,13.0
81163007,Usine de la Mole,EXPL,81163,Mazamet,SARL HYDRO ELECTRIQUE DU PONT DE RAYNES,648207.0,6262720.0,0,Ouvrage fonctionnant au fil de l'eau,0.31,470376.0,,,,,,,126.0
81163008,Centrale de Linoubre,EXPL,81163,Mazamet,S.A.R.L. PAJJY,648881.0,6263610.0,0,Ouvrage fonctionnant au fil de l'eau,0.178,287760.0,,,,,,,26.0
81163009,Centrale des Passes,HORS,81163,Mazamet,ROUQUIER MAURICE,650390.0,6264330.0,0,Ouvrage fonctionnant au fil de l'eau,0.197,,,,,,,,
81163010,L'Eclauze,EXPL,81163,Mazamet,S.A. COLOMBIE ET FILS,650683.0,6264020.0,0,Ouvrage fonctionnant au fil de l'eau,0.147,385955.0,,,,,,,21.0
81163011,USINE DU MOULIN A PAPIER,EXPL,81163,Mazamet,ETS GASTON COLOMBIE ET CIE,649260.0,6264640.0,0,Ouvrage fonctionnant au fil de l'eau,0.255,,3.3,,1.0,Kaplan,Autorisée,2031-07-25,8.5
81171001,Centrale de l'Ecluse de Lisle sur Tarn,EXPL,81171,Montans,SOC HYDRAULIQUE ETUDES MISSIONS ASSIST,604698.0,6306120.0,0,Ouvrage fonctionnant au fil de l'eau,,1152605.0,,,,,,,2.0
81174001,St Amans,EXPL,81174,Montdragon,BIRBES BERNARD,628166.0,6297810.0,0,Ouvrage fonctionnant au fil de l'eau,0.178,381521.0,6.83,,,,,,
81195001,Moulin de Naves,EXPL,81195,Navès,SOCIETE HYDROELECTRIQUE DES METAIRIES DE NAVES,637566.0,6275580.0,0,Ouvrage fonctionnant au fil de l'eau,0.64,1637582.0,3.0,,,,Autorisée,,4.0
81196001,Centrale Maraval n°4,HORS,81196,Noailhac,S.A.R.L. MOULIN DE LA CHAPELAINIE,648967.7,6275003.5,0,Ouvrage fonctionnant au fil de l'eau,0.112,107826.0,,,,,,,5.0
81201001,THURIES,EXPL,81201,Pampelonne,ELECTRICITE DE FRANCE,640361.0,6336670.0,0,Ouvrage fonctionnant par éclusées,6.52,7990824.0,22.0,"0,056000",4.0,Francis,Concédée,2039-10-31,30.7
81203001,Centrale de Paulin,EXPL,81203,Paulinet,SAS GONERGY,651950.0,6306200.0,0,Ouvrage fonctionnant au fil de l'eau,0.494,1147481.0,1.0,,,,,,40.0
81209001,BAOUS Aval,EXPL,81209,Pont-de-Larn,ELECTRICITE DE FRANCE,652529.0,6267440.0,0,Ouvrage fonctionnant par éclusées,13.7,22766268.0,13.0,"0,260000",4.0,Francis,Concédée,2010-12-31,8.8
81209002,Usine Mairie - La Sarnarié,EXPL,81209,Pont-de-Larn,COMMUNE DE PONT DE LARN,655578.0,6269000.0,0,Ouvrage fonctionnant par éclusées,1.9,3739464.0,1.2,,1.0,Francis,Concédée (autorisable),2046-12-31,187.0
81209003,Centrale du Gue de L'Arn,EXPL,81209,Pont-de-Larn,S.A. DES FILATURES ET TISSAGES JULES TOURNIER ET FILS,651194.0,6267240.0,0,Ouvrage fonctionnant au fil de l'eau,,757373.0,,,,,,,7.0
81209004,Centrale de Montledier,EXPL,81209,Pont-de-Larn,SOCIETE HYDROELECTRIQUE DE MONTLEDIER,652957.0,6267730.0,0,Ouvrage fonctionnant au fil de l'eau,,2130750.0,,,,,,,16.0
81209005,Centrale de Doul,EXPL,81209,Pont-de-Larn,SOCIETE HYDROELECTRIQUE DE LA JONQUIERE,651425.0,6268640.0,0,Ouvrage fonctionnant au fil de l'eau,0.145,148982.0,0.455,,,,Autorisée,,32.14
81209006,Centrale de Calmette,EXPL,81209,Pont-de-Larn,USINE DES CALMETTES,651274.0,6269310.0,0,Ouvrage fonctionnant au fil de l'eau,0.389,90775.0,,,,,,,28.0
81220001,RABASTENS,EXPL,81220,Rabastens,ELECTRICITE DE FRANCE,597540.0,6303260.0,0,Ouvrage fonctionnant au fil de l'eau,0.4,1900588.0,21.6,"0,005000",2.0,Kaplan,Autorisée,2030-03-09,2.7
81220002,Centrale de St Gery,EXPL,81220,Rabastens,SOCIETE ELECTRIQUE DE ST GERY E.U.R.L.,600738.0,6305200.0,0,Ouvrage fonctionnant au fil de l'eau,,4162845.0,,,,,,,2.97
81222001,Centrale de Peyrebrune,EXPL,81182,Montredon-Labessonnié,SOCIETE HYDRO ELECTRIQUE DE PEYREBRUNE,639048.0,6296220.0,0,Ouvrage fonctionnant au fil de l'eau,1.6,3161612.0,10.0,,,,Autorisée et fondée en titre,,16.34
81224001,MOULIN DE RAYTARENS,EXPL,81224,Le Riols,PARO-ELEC,612999.0,6337740.0,0,Ouvrage fonctionnant au fil de l'eau,0.416,,20.2,,,VLH (Very Low Head Turbine),Autorisée et fondée en titre,2047-11-16,2.1
81225001,RIVIERES,EXPL,81225,Rivières,ELECTRICITE DE FRANCE,616671.0,6312480.0,0,Ouvrage fonctionnant par éclusées,23.2,83719352.0,165.0,"0,044000",2.0,Kaplan,Concédée,2025-12-31,18.3
81231001,Centrale de Rieubon,EXPL,81231,Rouairoux,SOCIETE HYDRO-ELECTRIQUE DU RIEUBON-SHER,664391.0,6264630.0,0,Ouvrage fonctionnant au fil de l'eau,,548114.0,,,,,,,77.0
81231002,Fournials (Bouscayrac),EXPL,81231,Rouairoux,SOCIETE DE BOUSCAYRAC,661971.0,6265070.0,0,Ouvrage fonctionnant au fil de l'eau,0.147,300336.0,,,,,,,42.79
81238001,Centrale du Mas Naffre,EXPL,81238,Saint-Amans-Soult,S.A.R.L. ALEXANDRE REMY LOUP,657303.0,6263500.0,0,Ouvrage fonctionnant au fil de l'eau,0.715,1607978.0,0.33,,1.0,Pelton,Autorisée,,220.0
81238002,Guarrigues,EXPL,81238,Saint-Amans-Soult,HYDRO ELECT ROQUE FLEURY AMALRIC ASSEMAT,658562.0,6262860.0,0,Ouvrage fonctionnant au fil de l'eau,0.49,438087.0,,,,,,,210.0
81239001,Valthoré,EXPL,81239,Saint-Amans-Valtoret,S.A. USINE DE VALTHORE,658964.0,6264600.0,0,Ouvrage fonctionnant au fil de l'eau,0.227,575553.0,,,,,,,7.0
